"","day","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","distance","zip","elev","dew","precip","hum","snow","temp","windspeed","visibility","windchill","heatindex","fog","rain","hail","thunder","tornado"
"4575","Monday",351,2013-11-18 09:09:19,2013-11-18 09:15:10,417,"Barclay St & Church St",40.71291224,-74.01020234,415,"Pearl St & Hanover Square",40.7047177,-74.00926027,20339,"Subscriber","1981",1,"0.873","10007","0","44.1","-9999","55","0","60.1","11.5","10","-999","-9999","0","0","0","0","0"
"4576","Wednesday",340,2013-11-06 10:29:42,2013-11-06 10:35:22,352,"W 56 St & 6 Ave",40.76340613,-73.97722479,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,20765,"Subscriber","1981",1,"1.014","10019","0","39.9","-9999","51","0","57.9","-9999","10","-999","-9999","0","0","0","0","0"
"4577","Monday",333,2013-11-25 16:20:26,2013-11-25 16:25:59,517,"Pershing Square S",40.75149263,-73.97798848,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,17129,"Subscriber","1971",1,"1.178","10017","0","10.9","-9999","38","0","34","3.5","10","31","-9999","0","0","0","0","0"
"4578","Tuesday",127,2013-11-12 16:07:00,2013-11-12 16:09:07,382,"University Pl & E 14 St",40.73492695,-73.99200509,294,"Washington Square E",40.73049393,-73.9957214,17819,"Subscriber","1992",1,"0.688","10003","5","14","-9999","39","0","37","8.1","10","31","-9999","0","0","0","0","0"
"4579","Tuesday",136,2013-11-05 10:59:16,2013-11-05 11:01:32,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,17717,"Subscriber","1955",1,"0.793","10011","-6","34","-9999","52","0","51.1","5.8","10","-999","-9999","0","0","0","0","0"
"4580","Monday",419,2013-11-18 15:52:03,2013-11-18 15:59:02,468,"Broadway & W 55 St",40.7652654,-73.98192338,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,20739,"Subscriber","1950",1,"1.201","10019","-32800","28.9","-9999","27","0","64","9.2","10","-999","-9999","0","0","0","0","0"
"4581","Friday",105,2013-11-08 10:34:35,2013-11-08 10:36:20,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,18753,"Subscriber","1980",1,"0.32","10011","8","25","-9999","47","0","44.1","8.1","10","39.5","-9999","0","0","0","0","0"
"4582","Monday",133,2013-11-04 16:14:05,2013-11-04 16:16:18,472,"E 32 St & Park Ave",40.7457121,-73.98194829,528,"2 Ave & E 31 St",40.74290902,-73.97706058,19915,"Subscriber","1970",1,"0.366","10016","-4","17.1","-9999","34","0","44.1","0","10","-999","-9999","0","0","0","0","0"
"4583","Wednesday",269,2013-11-13 10:56:06,2013-11-13 11:00:35,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,521,"8 Ave & W 31 St",40.75044999,-73.99481051,16941,"Subscriber","1968",1,"1.096","10011","4","12","-9999","44","0","32","4.6","10","27.5","-9999","0","0","0","0","0"
"4584","Monday",203,2013-11-04 16:14:18,2013-11-04 16:17:41,127,"Barrow St & Hudson St",40.73172428,-74.00674436,336,"Sullivan St & Washington Sq",40.73047747,-73.99906065,20228,"Subscriber","1995",1,"0.514","10014","6","17.1","-9999","34","0","44.1","0","10","-999","-9999","0","0","0","0","0"
"4586","Friday",260,2013-11-15 14:24:54,2013-11-15 14:29:14,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,19593,"Subscriber","1971",1,"0.83","10017","-32828","23","-9999","28","0","55.9","3.5","10","-999","-9999","0","0","0","0","0"
"4587","Thursday",199,2013-11-07 16:17:05,2013-11-07 16:20:24,525,"W 34 St & 11 Ave",40.75594159,-74.0021163,490,"8 Ave & W 33 St",40.751551,-73.993934,17303,"Subscriber","1962",1,"0.865","10018","21","39.9","0","68","0","50","8.1","10","-999","-9999","0","0","0","0","0"
"4588","Wednesday",292,2013-11-06 13:46:54,2013-11-06 13:51:46,521,"8 Ave & W 31 St",40.75044999,-73.99481051,434,"9 Ave & W 18 St",40.74317449,-74.00366443,15320,"Subscriber","1984",1,"1.007","10001","1","42.1","-9999","53","0","59","4.6","10","-999","-9999","0","0","0","0","0"
"4589","Wednesday",628,2013-11-20 16:00:01,2013-11-20 16:10:29,536,"1 Ave & E 30 St",40.74144387,-73.97536082,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,16182,"Subscriber","1983",1,"1.733","10016","9","9","-9999","25","0","43","0","10","-999","-9999","0","0","0","0","0"
"4590","Monday",171,2013-11-04 12:30:56,2013-11-04 12:33:47,483,"E 12 St & 3 Ave",40.73223272,-73.98889957,294,"Washington Square E",40.73049393,-73.9957214,14808,"Subscriber","1995",1,"0.688","10003","-2","12.9","-9999","28","0","44.1","5.8","10","40.8","-9999","0","0","0","0","0"
"4592","Thursday",382,2013-11-21 15:58:53,2013-11-21 16:05:15,519,"Pershing Square N",40.75188406,-73.97770164,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,15896,"Subscriber","1974",1,"1.147","10017","0","34","-9999","54","0","50","3.5","10","-999","-9999","0","0","0","0","0"
"4593","Thursday",216,2013-11-14 12:21:58,2013-11-14 12:25:34,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,499,"Broadway & W 60 St",40.76915505,-73.98191841,15131,"Subscriber","1969",1,"0.759","10153","32798","14","-9999","27","0","46.9","8.1","10","-999","-9999","0","0","0","0","0"
"4594","Friday",185,2013-11-22 11:55:05,2013-11-22 11:58:10,285,"Broadway & E 14 St",40.73454567,-73.99074142,294,"Washington Square E",40.73049393,-73.9957214,16049,"Subscriber","1994",1,"0.597","10003","-12","46.9","-9999","86","0","51.1","8.1","6","-999","-9999","0","0","0","0","0"
"4595","Thursday",276,2013-11-21 09:20:42,2013-11-21 09:25:18,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,521,"8 Ave & W 31 St",40.75044999,-73.99481051,19802,"Subscriber","1984",1,"0.823","10011","-9","26.1","-9999","55","0","41","9.2","10","35.2","-9999","0","0","0","0","0"
"4597","Thursday",198,2013-11-21 11:58:53,2013-11-21 12:02:11,472,"E 32 St & Park Ave",40.7457121,-73.98194829,536,"1 Ave & E 30 St",40.74144387,-73.97536082,15890,"Subscriber","1978",1,"0.558","10016","-3","28.9","-9999","50","0","46.9","5.8","10","-999","-9999","0","0","0","0","0"
"4598","Friday",454,2013-11-08 15:47:53,2013-11-08 15:55:27,508,"W 46 St & 11 Ave",40.76341379,-73.99667444,490,"8 Ave & W 33 St",40.751551,-73.993934,19105,"Subscriber","1968",1,"1.454","10036","18","24.1","-9999","39","0","48","11.5","10","-999","-9999","0","0","0","0","0"
"4600","Tuesday",156,2013-11-12 13:05:00,2013-11-12 13:07:36,524,"W 43 St & 6 Ave",40.75527307,-73.98316936,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,17648,"Subscriber","1980",1,"0.498","10036","0","19","-9999","47","0","37.9","-9999","10","-999","-9999","0","0","0","0","0"
"4601","Friday",331,2013-11-22 13:52:09,2013-11-22 13:57:40,536,"1 Ave & E 30 St",40.74144387,-73.97536082,379,"W 31 St & 7 Ave",40.749156,-73.9916,15567,"Subscriber","1969",1,"1.234","10016","17","46.9","-9999","77","0","54","8.1","7","-999","-9999","0","0","0","0","0"
"4602","Friday",174,2013-11-08 11:52:45,2013-11-08 11:55:39,457,"Broadway & W 58 St",40.76695317,-73.98169333,173,"Broadway & W 49 St",40.76064679,-73.98442659,19891,"Subscriber","1985",1,"0.462","10019","0","23","-9999","39","0","46.9","9.2","10","-999","-9999","0","0","0","0","0"
"4604","Friday",225,2013-11-01 13:25:01,2013-11-01 13:28:46,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,15447,"Subscriber","1987",1,"0.955","10011","13","55","-9999","70","0","64.9","3.5","10","-999","-9999","0","0","0","0","0"
"4606","Friday",425,2013-11-29 12:58:31,2013-11-29 13:05:36,490,"8 Ave & W 33 St",40.751551,-73.993934,500,"Broadway & W 51 St",40.76228826,-73.98336183,18345,"Subscriber","1986",1,"1.092","10001","-32798","16","-9999","41","0","37.9","-9999","10","-999","-9999","0","0","0","0","0"
"4607","Friday",251,2013-11-29 14:24:54,2013-11-29 14:29:05,521,"8 Ave & W 31 St",40.75044999,-73.99481051,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,18650,"Subscriber","1982",1,"1.314","10001","-4","16","-9999","41","0","37.9","0","10","-999","-9999","0","0","0","0","0"
"4608","Thursday",616,2013-11-14 13:36:00,2013-11-14 13:46:16,536,"1 Ave & E 30 St",40.74144387,-73.97536082,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,16688,"Subscriber","1969",1,"1.788","10016","-8","12.9","-9999","23","0","50","8.1","10","-999","-9999","0","0","0","0","0"
"4609","Friday",150,2013-11-15 10:48:51,2013-11-15 10:51:21,285,"Broadway & E 14 St",40.73454567,-73.99074142,335,"Washington Pl & Broadway",40.72903917,-73.99404649,16256,"Subscriber","1986",1,"0.438","10003","6","23","-9999","35","0","50","3.5","10","-999","-9999","0","0","0","0","0"
"4610","Wednesday",173,2013-11-20 15:47:53,2013-11-20 15:50:46,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,459,"W 20 St & 11 Ave",40.746745,-74.007756,18018,"Subscriber","1986",1,"0.593","10011","-1","10.9","-9999","26","0","44.1","5.8","10","40.8","-9999","0","0","0","0","0"
"4612","Tuesday",112,2013-11-05 16:32:33,2013-11-05 16:34:25,347,"W Houston St & Hudson St",40.72873888,-74.00748842,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,19749,"Subscriber","1981",1,"0.343","10014","-29","37","-9999","57","0","52","3.5","10","-999","-9999","0","0","0","0","0"
"4614","Friday",186,2013-11-22 14:21:39,2013-11-22 14:24:45,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,128,"MacDougal St & Prince St",40.72710258,-74.00297088,19759,"Subscriber","1981",1,"0.816","10012","-4","46.9","-9999","72","0","55.9","6.9","8","-999","-9999","0","0","0","0","0"
"4615","Wednesday",249,2013-11-20 09:00:15,2013-11-20 09:04:24,499,"Broadway & W 60 St",40.76915505,-73.98191841,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,17082,"Subscriber","1984",1,"0.917","10463","-32798","15.1","-9999","46","0","34","12.7","10","25","-9999","0","0","0","0","0"
"4616","Friday",222,2013-11-29 11:14:33,2013-11-29 11:18:15,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,15411,"Subscriber","1979",1,"0.617","10001","25","16","-9999","44","0","36","0","10","-999","-9999","0","0","0","0","0"
"4617","Friday",347,2013-11-15 13:42:34,2013-11-15 13:48:21,519,"Pershing Square N",40.75188406,-73.97770164,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,16470,"Subscriber","1973",1,"0.793","10017","32791","19","-9999","24","0","55.9","3.5","10","-999","-9999","0","0","0","0","0"
"4618","Wednesday",330,2013-11-27 12:54:26,2013-11-27 12:59:56,137,"E 56 St & Madison Ave",40.761628,-73.972924,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,16698,"Subscriber","1975",1,"0.828","10037","0","37.9","0","76","0","45","8.1","10","40.6","-9999","0","0","0","0","0"
"4619","Wednesday",185,2013-11-06 14:50:20,2013-11-06 14:53:25,432,"E 7 St & Avenue A",40.72621788,-73.98379855,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,18688,"Subscriber","1968",1,"0.551","10009","38","42.1","-9999","51","0","60.1","4.6","10","-999","-9999","0","0","0","0","0"
"4620","Friday",175,2013-11-08 15:22:45,2013-11-08 15:25:40,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,17102,"Subscriber","1973",1,"0.599","10019","32791","24.1","-9999","39","0","48","11.5","10","-999","-9999","0","0","0","0","0"
"4622","Thursday",191,2013-11-14 09:34:26,2013-11-14 09:37:37,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,19809,"Subscriber","1980",1,"0.563","10011","-1","17.1","-9999","46","0","36","10.4","10","28.5","-9999","0","0","0","0","0"
"4624","Monday",476,2013-11-25 16:36:03,2013-11-25 16:43:59,137,"E 56 St & Madison Ave",40.761628,-73.972924,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,15506,"Subscriber","1980",1,"1.773","10037","32795","10.9","-9999","38","0","34","3.5","10","31","-9999","0","0","0","0","0"
"4625","Monday",135,2013-11-18 15:54:59,2013-11-18 15:57:14,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,127,"Barrow St & Hudson St",40.73172428,-74.00674436,20802,"Subscriber","1971",1,"0.321","10014","1","28.9","-9999","27","0","64","9.2","10","-999","-9999","0","0","0","0","0"
"4627","Thursday",112,2013-11-21 14:59:01,2013-11-21 15:00:53,402,"Broadway & E 22 St",40.7403432,-73.98955109,497,"E 17 St & Broadway",40.73704984,-73.99009296,20017,"Subscriber","1981",1,"0.226","10010","3","33.1","-9999","50","0","51.1","6.9","10","-999","-9999","0","0","0","0","0"
"4628","Tuesday",164,2013-11-12 09:56:15,2013-11-12 09:58:59,483,"E 12 St & 3 Ave",40.73223272,-73.98889957,335,"Washington Pl & Broadway",40.72903917,-73.99404649,14547,"Subscriber","1983",1,"0.529","10003","16","26.1","0","70","0","35.1","4.6","10","31","-9999","0","0","0","0","0"
"4630","Thursday",187,2013-11-21 16:50:29,2013-11-21 16:53:36,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,17070,"Subscriber","1964",1,"0.829","10019","0","35.1","-9999","59","0","48.9","5.8","10","-999","-9999","0","0","0","0","0"
"4634","Monday",454,2013-11-25 15:23:04,2013-11-25 15:30:38,527,"E 33 St & 1 Ave",40.74315566,-73.97434726,379,"W 31 St & 7 Ave",40.749156,-73.9916,20546,"Subscriber","1957",1,"1.098","10016","-2","10","-9999","35","0","35.1","4.6","10","31","-9999","0","0","0","0","0"
"4635","Monday",372,2013-11-04 16:00:31,2013-11-04 16:06:43,167,"E 39 St & 3 Ave",40.7489006,-73.97604882,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,17627,"Subscriber","1955",1,"1.024","10016","32791","17.1","-9999","34","0","44.1","0","10","-999","-9999","0","0","0","0","0"
"4636","Tuesday",238,2013-11-26 10:19:54,2013-11-26 10:23:52,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,457,"Broadway & W 58 St",40.76695317,-73.98169333,18798,"Subscriber","1987",1,"0.593","10153","0","16","-9999","42","0","37","3.5","10","34.5","-9999","0","0","0","0","0"
"4637","Thursday",198,2013-11-14 10:25:16,2013-11-14 10:28:34,517,"Pershing Square S",40.75149263,-73.97798848,472,"E 32 St & Park Ave",40.7457121,-73.98194829,17925,"Subscriber","1978",1,"0.579","10017","32785","17.1","-9999","40","0","39.9","10.4","10","33.4","-9999","0","0","0","0","0"
"4639","Friday",231,2013-11-01 16:29:11,2013-11-01 16:33:02,519,"Pershing Square N",40.75188406,-73.97770164,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,17208,"Subscriber","1979",1,"0.638","10017","32810","51.1","-9999","55","0","68","5.8","10","-999","-9999","0","0","0","0","0"
"4640","Wednesday",401,2013-11-20 14:52:45,2013-11-20 14:59:26,527,"E 33 St & 1 Ave",40.74315566,-73.97434726,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,18676,"Subscriber","1972",1,"1.123","10016","-32801","10","-9999","25","0","44.1","5.8","10","40.8","-9999","0","0","0","0","0"
"4641","Tuesday",401,2013-11-26 14:24:52,2013-11-26 14:31:33,527,"E 33 St & 1 Ave",40.74315566,-73.97434726,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,16761,"Subscriber","1968",1,"1.123","10016","-32801","23","-9999","51","0","39.9","3.5","9","37.8","-9999","0","0","0","0","0"
"4642","Thursday",216,2013-11-21 11:00:56,2013-11-21 11:04:32,127,"Barrow St & Hudson St",40.73172428,-74.00674436,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,16037,"Subscriber","1976",1,"0.581","10014","6","28.9","-9999","50","0","46.9","5.8","10","-999","-9999","0","0","0","0","0"
"4643","Friday",974,2013-11-01 14:49:54,2013-11-01 15:06:08,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,521,"8 Ave & W 31 St",40.75044999,-73.99481051,19898,"Subscriber","1968",1,"3.699","10282","4","55","-9999","66","0","66.9","5.8","10","-999","-9999","0","0","0","0","0"
"4644","Thursday",202,2013-11-07 10:08:21,2013-11-07 10:11:43,442,"W 27 St & 7 Ave",40.746647,-73.993915,489,"10 Ave & W 28 St",40.75066386,-74.00176802,17244,"Subscriber","1977",1,"1.003","10001","-18","54","-9999","72","0","63","6.9","10","-999","-9999","0","0","0","0","0"
"4645","Thursday",295,2013-11-14 16:59:33,2013-11-14 17:04:28,442,"W 27 St & 7 Ave",40.746647,-73.993915,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,15660,"Subscriber","1957",1,"0.723","10001","9","10.9","-9999","19","0","52","9.2","10","-999","-9999","0","0","0","0","0"
"4646","Friday",139,2013-11-08 14:37:19,2013-11-08 14:39:38,444,"Broadway & W 24 St",40.7423543,-73.98915076,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,17949,"Subscriber","1961",1,"0.815","10010","-6","24.1","-9999","39","0","48","9.2","10","-999","-9999","0","0","0","0","0"
"4647","Tuesday",276,2013-11-19 16:36:42,2013-11-19 16:41:18,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,16035,"Subscriber","1971",1,"0.738","10036","32791","23","-9999","40","0","46","-9999","10","-999","-9999","0","0","0","0","0"
"4648","Wednesday",138,2013-11-13 16:20:34,2013-11-13 16:22:52,489,"10 Ave & W 28 St",40.75066386,-74.00176802,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,20068,"Subscriber","1976",1,"0.42","10001","2","9","-9999","30","0","37.9","10.4","10","30.9","-9999","0","0","0","0","0"
"4652","Friday",191,2013-11-08 13:08:29,2013-11-08 13:11:40,509,"9 Ave & W 22 St",40.7454973,-74.00197139,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,15956,"Subscriber","1983",1,"0.66","10011","7","23","-9999","37","0","48","11.5","10","-999","-9999","0","0","0","0","0"
"4653","Thursday",277,2013-11-07 14:42:24,2013-11-07 14:47:01,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,20590,"Subscriber","1963",1,"0.975","10016","-32810","52","0.06","89","0","55","6.9","6","-999","-9999","0","1","0","0","0"
"4655","Thursday",275,2013-11-07 13:07:55,2013-11-07 13:12:30,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,18674,"Subscriber","1982",1,"0.895","10003","-32","55.9","0.01","86","0","60.1","-9999","9","-999","-9999","0","0","0","0","0"
"4656","Thursday",155,2013-11-14 12:36:33,2013-11-14 12:39:08,294,"Washington Square E",40.73049393,-73.9957214,285,"Broadway & E 14 St",40.73454567,-73.99074142,15472,"Subscriber","1954",1,"0.461","10003","12","14","-9999","27","0","46.9","8.1","10","-999","-9999","0","0","0","0","0"
"4657","Thursday",241,2013-11-14 12:01:26,2013-11-14 12:05:27,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,137,"E 56 St & Madison Ave",40.761628,-73.972924,15748,"Subscriber","1971",1,"0.643","10017","0","14","-9999","27","0","46.9","8.1","10","-999","-9999","0","0","0","0","0"
"4658","Monday",241,2013-11-18 17:00:55,2013-11-18 17:04:56,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,137,"E 56 St & Madison Ave",40.761628,-73.972924,17321,"Subscriber","1969",1,"0.643","10017","0","30","-9999","30","0","62.1","4.6","10","-999","-9999","0","0","0","0","0"
"4659","Friday",359,2013-11-15 16:37:12,2013-11-15 16:43:11,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,15837,"Subscriber","1984",1,"1.144","10017","0","21.9","-9999","28","0","55","3.5","10","-999","-9999","0","0","0","0","0"
"4660","Friday",601,2013-11-15 16:36:35,2013-11-15 16:46:36,347,"W Houston St & Hudson St",40.72873888,-74.00748842,521,"8 Ave & W 31 St",40.75044999,-73.99481051,15558,"Subscriber","1963",1,"1.674","10014","-30","21.9","-9999","28","0","55","3.5","10","-999","-9999","0","0","0","0","0"
"4661","Wednesday",218,2013-11-13 11:40:38,2013-11-13 11:44:16,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,19537,"Subscriber","1969",1,"0.734","10001","-23","10.9","-9999","38","0","34","5.8","10","28.8","-9999","0","0","0","0","0"
"4662","Thursday",215,2013-11-07 09:03:04,2013-11-07 09:06:39,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,15874,"Subscriber","1966",1,"0.598","10011","23","55","-9999","75","0","63","-9999","10","-999","-9999","0","0","0","0","0"
"4663","Tuesday",180,2013-11-26 12:19:57,2013-11-26 12:22:57,472,"E 32 St & Park Ave",40.7457121,-73.98194829,527,"E 33 St & 1 Ave",40.74315566,-73.97434726,17865,"Subscriber","1978",1,"0.694","10016","16","17.1","-9999","41","0","39","5.8","10","34.8","-9999","0","0","0","0","0"
"4665","Tuesday",213,2013-11-05 14:13:48,2013-11-05 14:17:21,486,"Broadway & W 29 St",40.7462009,-73.98855723,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,17351,"Subscriber","1987",1,"0.594","10001","0","36","-9999","52","0","53.1","4.6","10","-999","-9999","0","0","0","0","0"
"4668","Tuesday",208,2013-11-19 14:59:20,2013-11-19 15:02:48,519,"Pershing Square N",40.75188406,-73.97770164,472,"E 32 St & Park Ave",40.7457121,-73.98194829,15203,"Subscriber","1986",1,"0.548","10017","32785","23","-9999","42","0","45","10.4","10","39.7","-9999","0","0","0","0","0"
"4670","Friday",467,2013-11-15 16:43:58,2013-11-15 16:51:45,519,"Pershing Square N",40.75188406,-73.97770164,497,"E 17 St & Broadway",40.73704984,-73.99009296,18321,"Subscriber","1979",1,"1.403","10017","32795","21.9","-9999","28","0","55","3.5","10","-999","-9999","0","0","0","0","0"
"4671","Monday",172,2013-11-18 16:56:25,2013-11-18 16:59:17,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,478,"11 Ave & W 41 St",40.76030096,-73.99884222,18866,"Subscriber","1974",1,"0.49","10036","-18","28","-9999","26","0","64","9.2","10","-999","-9999","0","0","0","0","0"
"4673","Wednesday",388,2013-11-27 13:41:03,2013-11-27 13:47:31,212,"W 16 St & The High Line",40.74334935,-74.00681753,521,"8 Ave & W 31 St",40.75044999,-73.99481051,16778,"Subscriber","1967",1,"1.054","10011","5","36","0","73","0","44.1","11.5","10","38.1","-9999","0","0","0","0","0"
"4674","Tuesday",190,2013-11-19 16:06:15,2013-11-19 16:09:25,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,497,"E 17 St & Broadway",40.73704984,-73.99009296,15407,"Subscriber","1982",1,"0.763","10003","-24","23","-9999","40","0","46","-9999","10","-999","-9999","0","0","0","0","0"
"4675","Wednesday",270,2013-11-13 14:55:08,2013-11-13 14:59:38,347,"W Houston St & Hudson St",40.72873888,-74.00748842,426,"West St & Chambers St",40.71754834,-74.01322069,15289,"Subscriber","1982",1,"1.048","10014","-36","8.1","-9999","29","0","37.9","3.5","10","35.5","-9999","0","0","0","0","0"
"4676","Friday",273,2013-11-29 09:32:08,2013-11-29 09:36:41,417,"Barclay St & Church St",40.71291224,-74.01020234,304,"Broadway & Battery Pl",40.70463334,-74.01361706,18846,"Subscriber","1979",1,"0.768","10007","0","16","-9999","52","0","32","4.6","10","27.5","-9999","0","0","0","0","0"
