"","day","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","distance","zip","elev","dew","precip","hum","snow","temp","windspeed","visibility","windchill","heatindex","fog","rain","hail","thunder","tornado"
"6896","Tuesday",323,2014-07-22 16:56:52,2014-07-22 17:02:15,528,"2 Ave & E 31 St",40.74290902,-73.97706058,379,"W 31 St & 7 Ave",40.749156,-73.9916,15222,"Subscriber","1983",1,"0.882","10016","18","66.9","-9999","56","0","84","4.6","10","-999","86.5","0","0","0","0","0"
"6897","Wednesday",123,2014-07-30 10:39:57,2014-07-30 10:42:00,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,147,"Greenwich St & Warren St",40.71542197,-74.01121978,15886,"Subscriber","1974",1,"0.351","10013","8","52","-9999","53","0","70","0","10","-999","-9999","0","0","0","0","0"
"6899","Tuesday",231,2014-07-29 15:08:36,2014-07-29 15:12:27,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,521,"8 Ave & W 31 St",40.75044999,-73.99481051,18925,"Subscriber","1976",1,"1.096","10011","4","51.1","-9999","42","0","75.9","8.1","10","-999","-9999","0","0","0","0","0"
"6900","Wednesday",256,2014-07-30 14:07:21,2014-07-30 14:11:37,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,21682,"Subscriber","1961",1,"0.83","10017","-32828","45","-9999","30","0","79","4.6","10","-999","-9999","0","0","0","0","0"
"6901","Wednesday",256,2014-07-30 16:30:44,2014-07-30 16:35:00,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,16328,"Subscriber","1976",1,"0.83","10017","-32828","50","-9999","37","0","78.1","0","10","-999","-9999","0","0","0","0","0"
"6902","Thursday",152,2014-07-17 11:59:36,2014-07-17 12:02:08,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,509,"9 Ave & W 22 St",40.7454973,-74.00197139,15369,"Subscriber","1990",1,"0.661","10011","-12","55.9","-9999","51","0","75","4.6","10","-999","-9999","0","0","0","0","0"
"6903","Thursday",169,2014-07-03 16:15:41,2014-07-03 16:18:30,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,497,"E 17 St & Broadway",40.73704984,-73.99009296,16265,"Subscriber","1982",1,"0.763","10003","-24","72","-9999","67","0","84","9.2","8","-999","89.6","0","0","0","0","0"
"6904","Thursday",263,2014-07-10 09:30:46,2014-07-10 09:35:09,521,"8 Ave & W 31 St",40.75044999,-73.99481051,434,"9 Ave & W 18 St",40.74317449,-74.00366443,19545,"Subscriber","1982",1,"1.007","10001","1","62.1","-9999","68","0","73","3.5","10","-999","-9999","0","0","0","0","0"
"6905","Tuesday",186,2014-07-01 16:12:13,2014-07-01 16:15:19,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,379,"W 31 St & 7 Ave",40.749156,-73.9916,17637,"Subscriber","1964",1,"0.869","10016","-11","69.1","-9999","57","0","86","5.8","10","-999","90.1","0","0","0","0","0"
"6907","Tuesday",347,2014-07-29 16:50:03,2014-07-29 16:55:50,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,16292,"Subscriber","1974",1,"1.299","10019","0","50","-9999","40","0","75.9","4.6","10","-999","-9999","0","0","0","0","0"
"6909","Thursday",137,2014-07-10 15:32:27,2014-07-10 15:34:44,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,18895,"Subscriber","1980",1,"0.793","10011","-6","60.1","-9999","49","0","81","3.5","10","-999","81.6","0","0","0","0","0"
"6910","Wednesday",423,2014-07-30 09:26:25,2014-07-30 09:33:28,2012,"E 27 St & 1 Ave",40.739445,-73.976806,379,"W 31 St & 7 Ave",40.749156,-73.9916,21069,"Subscriber","1993",1,"1.203","10016","10","53.1","-9999","59","0","68","3.5","10","-999","-9999","0","0","0","0","0"
"6911","Wednesday",339,2014-07-09 13:27:58,2014-07-09 13:33:37,491,"E 24 St & Park Ave S",40.74096374,-73.98602213,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,18340,"Subscriber","1965",1,"0.949","10010","-32815","61","-9999","44","0","84.9","3.5","10","-999","85","0","0","0","0","0"
"6912","Friday",185,2014-07-25 09:11:01,2014-07-25 09:14:06,147,"Greenwich St & Warren St",40.71542197,-74.01121978,387,"Centre St & Chambers St",40.71273266,-74.0046073,18579,"Subscriber","1979",1,"0.573","10007","8","55","-9999","59","0","70","9.2","10","-999","-9999","0","0","0","0","0"
"6914","Wednesday",217,2014-07-23 12:00:54,2014-07-23 12:04:31,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,18686,"Subscriber","1966",1,"0.717","10011","-14","71.1","-9999","63","0","84.9","5.8","9","-999","90.1","0","0","0","0","0"
"6916","Friday",418,2014-07-25 14:47:36,2014-07-25 14:54:34,536,"1 Ave & E 30 St",40.74144387,-73.97536082,379,"W 31 St & 7 Ave",40.749156,-73.9916,17756,"Subscriber","1963",1,"1.234","10016","17","54","-9999","39","0","81","4.6","10","-999","80.5","0","0","0","0","0"
"6917","Friday",175,2014-07-18 10:09:10,2014-07-18 10:12:05,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,459,"W 20 St & 11 Ave",40.746745,-74.007756,20132,"Subscriber","1982",1,"0.593","10011","-1","50","-9999","44","0","73","8.1","10","-999","-9999","0","0","0","0","0"
"6918","Monday",114,2014-07-21 09:12:01,2014-07-21 09:13:55,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,285,"Broadway & E 14 St",40.73454567,-73.99074142,17750,"Subscriber","1990",1,"0.365","10003","-15","60.1","-9999","68","0","71.1","4.6","10","-999","-9999","0","0","0","0","0"
"6919","Monday",112,2014-07-28 16:17:48,2014-07-28 16:19:40,294,"Washington Square E",40.73049393,-73.9957214,382,"University Pl & E 14 St",40.73492695,-73.99200509,21430,"Subscriber","1957",1,"0.361","10003","-5","62.1","-9999","56","0","79","-9999","10","-999","-9999","0","0","0","0","0"
"6920","Wednesday",224,2014-07-16 10:02:25,2014-07-16 10:06:09,382,"University Pl & E 14 St",40.73492695,-73.99200509,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,15344,"Subscriber","1972",1,"0.929","10003","-3","62.1","-9999","78","0","69.1","6.9","10","-999","-9999","0","0","0","0","0"
"6921","Tuesday",133,2014-07-15 09:49:20,2014-07-15 09:51:33,468,"Broadway & W 55 St",40.7652654,-73.98192338,173,"Broadway & W 49 St",40.76064679,-73.98442659,17818,"Subscriber","1976",1,"0.346","10019","-32800","72","-9999","84","0","77","3.5","6","-999","-9999","0","0","0","0","0"
"6923","Thursday",210,2014-07-10 15:43:22,2014-07-10 15:46:52,472,"E 32 St & Park Ave",40.7457121,-73.98194829,536,"1 Ave & E 30 St",40.74144387,-73.97536082,14717,"Subscriber","1964",1,"0.558","10016","-3","60.1","-9999","49","0","81","3.5","10","-999","81.6","0","0","0","0","0"
"6927","Thursday",506,2014-07-10 16:58:47,2014-07-10 17:07:13,522,"E 51 St & Lexington Ave",40.75714758,-73.97207836,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,15237,"Subscriber","1972",1,"1.781","10035","0","62.1","-9999","52","0","81","3.5","10","-999","81.9","0","0","0","0","0"
"6928","Thursday",138,2014-07-10 09:56:27,2014-07-10 09:58:45,250,"Lafayette St & Jersey St",40.72456089,-73.99565293,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,17302,"Subscriber","1977",1,"0.505","10012","24","62.1","-9999","68","0","73","3.5","10","-999","-9999","0","0","0","0","0"
"6929","Thursday",202,2014-07-31 17:00:37,2014-07-31 17:03:59,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,16508,"Subscriber","1972",1,"0.623","10001","13","63","-9999","60","0","78.1","3.5","9","-999","-9999","0","0","0","0","0"
"6930","Wednesday",238,2014-07-16 12:59:31,2014-07-16 13:03:29,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,20818,"Subscriber","1971",1,"0.974","10019","0","62.1","-9999","73","0","71.1","0","10","-999","-9999","0","0","0","0","0"
"6931","Wednesday",227,2014-07-23 13:15:19,2014-07-23 13:19:06,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,18417,"Subscriber","1972",1,"0.77","10012","32","71.1","-9999","61","0","86","5.8","9","-999","91.5","0","0","0","0","0"
"6932","Wednesday",274,2014-07-02 09:40:37,2014-07-02 09:45:11,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,18566,"Subscriber","1980",1,"0.712","10018","-32801","71.1","-9999","72","0","81","0","10","-999","84.9","0","0","0","0","0"
"6933","Monday",231,2014-07-21 16:36:52,2014-07-21 16:40:43,360,"William St & Pine St",40.70717936,-74.00887308,417,"Barclay St & Church St",40.71291224,-74.01020234,16823,"Subscriber","1980",1,"0.56","10005","0","57","-9999","38","0","84.9","4.6","10","-999","83.9","0","0","0","0","0"
"6936","Monday",214,2014-07-21 16:58:38,2014-07-21 17:02:12,472,"E 32 St & Park Ave",40.7457121,-73.98194829,379,"W 31 St & 7 Ave",40.749156,-73.9916,17935,"Subscriber","1970",1,"0.763","10016","14","57","-9999","38","0","84.9","4.6","10","-999","83.9","0","0","0","0","0"
"6937","Thursday",101,2014-07-03 16:01:17,2014-07-03 16:02:58,402,"Broadway & E 22 St",40.7403432,-73.98955109,497,"E 17 St & Broadway",40.73704984,-73.99009296,18849,"Subscriber","1990",1,"0.226","10010","3","72","-9999","67","0","84","9.2","8","-999","89.6","0","0","0","0","0"
"6938","Monday",324,2014-07-28 15:36:18,2014-07-28 15:41:42,497,"E 17 St & Broadway",40.73704984,-73.99009296,379,"W 31 St & 7 Ave",40.749156,-73.9916,16589,"Subscriber","1978",1,"1.142","10003","4","61","-9999","54","0","79","4.6","10","-999","-9999","0","0","0","0","0"
"6944","Wednesday",112,2014-07-16 16:53:11,2014-07-16 16:55:03,504,"1 Ave & E 15 St",40.73221853,-73.98165557,545,"E 23 St & 1 Ave",40.736502,-73.97809472,20569,"Subscriber","1979",1,"0.405","10009","-11","60.1","-9999","50","0","80.1","0","10","-999","80.9","0","0","0","0","0"
"6945","Wednesday",188,2014-07-30 13:28:45,2014-07-30 13:31:53,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,20826,"Subscriber","1971",1,"0.563","10011","-1","45","-9999","31","0","78.1","5.8","10","-999","-9999","0","0","0","0","0"
"6947","Wednesday",311,2014-07-30 13:28:53,2014-07-30 13:34:04,212,"W 16 St & The High Line",40.74334935,-74.00681753,496,"E 16 St & 5 Ave",40.73726186,-73.99238967,16292,"Subscriber","1985",1,"0.851","10011","34","45","-9999","31","0","78.1","5.8","10","-999","-9999","0","0","0","0","0"
"6948","Tuesday",111,2014-07-22 09:24:30,2014-07-22 09:26:21,285,"Broadway & E 14 St",40.73454567,-73.99074142,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,20869,"Subscriber","1977",1,"0.395","10003","15","64","-9999","67","0","75.9","0","9","-999","-9999","0","0","0","0","0"
"6950","Friday",283,2014-07-25 10:11:24,2014-07-25 10:16:07,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,521,"8 Ave & W 31 St",40.75044999,-73.99481051,16603,"Subscriber","1979",1,"0.823","10011","-9","52","-9999","49","0","72","8.1","10","-999","-9999","0","0","0","0","0"
"6953","Wednesday",273,2014-07-30 16:34:05,2014-07-30 16:38:38,463,"9 Ave & W 16 St",40.74206539,-74.00443172,521,"8 Ave & W 31 St",40.75044999,-73.99481051,20707,"Subscriber","1972",1,"1.094","10017","-9","50","-9999","37","0","78.1","0","10","-999","-9999","0","0","0","0","0"
"6955","Tuesday",214,2014-07-29 10:21:51,2014-07-29 10:25:25,442,"W 27 St & 7 Ave",40.746647,-73.993915,489,"10 Ave & W 28 St",40.75066386,-74.00176802,14692,"Subscriber","1985",1,"1.003","10001","-18","51.1","-9999","55","0","68","3.5","10","-999","-9999","0","0","0","0","0"
"6956","Friday",184,2014-07-25 09:09:29,2014-07-25 09:12:33,173,"Broadway & W 49 St",40.76064679,-73.98442659,495,"W 47 St & 10 Ave",40.76269882,-73.99301222,15294,"Subscriber","1982",1,"0.579","10019","32787","55","-9999","59","0","70","9.2","10","-999","-9999","0","0","0","0","0"
"6958","Friday",90,2014-07-18 09:49:23,2014-07-18 09:50:53,469,"Broadway & W 53 St",40.76344058,-73.98268129,173,"Broadway & W 49 St",40.76064679,-73.98442659,17940,"Subscriber","1982",1,"0.214","10019","-32802","52","-9999","51","0","71.1","5.8","10","-999","-9999","0","0","0","0","0"
"6959","Friday",444,2014-07-11 16:06:38,2014-07-11 16:14:02,352,"W 56 St & 6 Ave",40.76340613,-73.97722479,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,15696,"Subscriber","1974",1,"1.877","10019","32791","57","-9999","40","0","84","5.8","10","-999","83.3","0","0","0","0","0"
"6960","Monday",444,2014-07-28 14:32:29,2014-07-28 14:39:53,352,"W 56 St & 6 Ave",40.76340613,-73.97722479,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,17210,"Subscriber","1976",1,"1.877","10019","32791","62.1","-9999","56","0","79","5.8","10","-999","-9999","0","0","0","0","0"
"6961","Friday",179,2014-07-18 12:51:13,2014-07-18 12:54:12,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,19102,"Subscriber","1963",1,"0.599","10019","32791","52","-9999","42","0","77","6.9","10","-999","-9999","0","0","0","0","0"
"6962","Monday",150,2014-07-14 13:29:10,2014-07-14 13:31:40,147,"Greenwich St & Warren St",40.71542197,-74.01121978,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,18250,"Subscriber","1983",1,"0.807","10007","-8","70","-9999","74","0","79","0","7","-999","-9999","0","0","0","0","0"
"6963","Thursday",239,2014-07-24 13:01:38,2014-07-24 13:05:37,304,"Broadway & Battery Pl",40.70463334,-74.01361706,3002,"South End Ave & Liberty St",40.711512,-74.015756,15057,"Subscriber","1978",1,"1.221","10003","0","61","-9999","60","0","75.9","6.9","-9999","-999","-9999","0","0","0","0","0"
"6964","Tuesday",361,2014-07-08 09:23:00,2014-07-08 09:29:01,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,21108,"Subscriber","1966",1,"1.051","10017","32774","69.1","-9999","76","0","77","5.8","7","-999","-9999","0","0","0","0","0"
"6966","Wednesday",161,2014-07-16 14:47:46,2014-07-16 14:50:27,474,"5 Ave & E 29 St",40.7451677,-73.98683077,379,"W 31 St & 7 Ave",40.749156,-73.9916,14930,"Subscriber","1980",1,"0.631","10016","-4","57.9","-9999","54","0","75.9","3.5","10","-999","-9999","0","0","0","0","0"
"6968","Friday",314,2014-07-18 11:33:19,2014-07-18 11:38:33,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,19497,"Subscriber","1988",1,"0.867","10036","-32791","50","-9999","41","0","75","9.2","10","-999","-9999","0","0","0","0","0"
"6971","Monday",379,2014-07-14 09:01:52,2014-07-14 09:08:11,508,"W 46 St & 11 Ave",40.76341379,-73.99667444,490,"8 Ave & W 33 St",40.751551,-73.993934,18985,"Subscriber","1963",1,"1.454","10036","18","71.6","-9999","100","0","71.6","-9999","-9999","-999","-9999","0","0","0","0","0"
"6973","Monday",315,2014-07-14 16:58:23,2014-07-14 17:03:38,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,18103,"Subscriber","1966",1,"0.924","10019","32791","72","-9999","69","0","82.9","3.5","8","-999","88","0","0","0","0","0"
"6975","Wednesday",420,2014-07-09 17:00:34,2014-07-09 17:07:34,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,442,"W 27 St & 7 Ave",40.746647,-73.993915,16273,"Subscriber","1963",1,"1.265","10017","32792","68","-9999","60","0","82.9","8.1","9","-999","85.8","0","0","0","0","0"
"6976","Wednesday",80,2014-07-30 16:44:57,2014-07-30 16:46:17,195,"Liberty St & Broadway",40.70905623,-74.01043382,264,"Maiden Ln & Pearl St",40.70706456,-74.00731853,19117,"Subscriber","1972",1,"0.215","10005","0","50","-9999","37","0","78.1","0","10","-999","-9999","0","0","0","0","0"
"6979","Friday",293,2014-07-11 16:57:56,2014-07-11 17:02:49,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,521,"8 Ave & W 31 St",40.75044999,-73.99481051,16732,"Subscriber","1978",1,"1.345","10011","-11","57","-9999","40","0","84","5.8","10","-999","83.3","0","0","0","0","0"
"6981","Thursday",186,2014-07-03 09:18:07,2014-07-03 09:21:13,258,"DeKalb Ave & Vanderbilt Ave",40.68940747,-73.96885458,324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,20739,"Subscriber","1994",1,"0.797","11221","-5","73","-9999","91","0","75.9","0","6","-999","-9999","0","0","0","0","0"
"6983","Wednesday",265,2014-07-23 09:30:09,2014-07-23 09:34:34,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,375,"Mercer St & Bleecker St",40.72679454,-73.99695094,19294,"Subscriber","1981",1,"0.912","10014","6","66.9","-9999","71","0","77","5.8","10","-999","-9999","0","0","0","0","0"
"6985","Tuesday",486,2014-07-29 16:15:13,2014-07-29 16:23:19,440,"E 45 St & 3 Ave",40.75255434,-73.97282625,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,19487,"Subscriber","1966",1,"1.534","10017","0","50","-9999","40","0","75.9","4.6","10","-999","-9999","0","0","0","0","0"
"6986","Tuesday",224,2014-07-22 16:49:34,2014-07-22 16:53:18,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,472,"E 32 St & Park Ave",40.7457121,-73.98194829,16917,"Subscriber","1992",1,"0.634","10001-2062","32785","66.9","-9999","56","0","84","4.6","10","-999","86.5","0","0","0","0","0"
"6989","Tuesday",393,2014-07-22 16:44:30,2014-07-22 16:51:03,521,"8 Ave & W 31 St",40.75044999,-73.99481051,447,"8 Ave & W 52 St",40.76370739,-73.9851615,21252,"Subscriber","1981",1,"1.047","10001","23","66.9","-9999","56","0","84","4.6","10","-999","86.5","0","0","0","0","0"
"6991","Wednesday",186,2014-07-16 09:31:28,2014-07-16 09:34:34,521,"8 Ave & W 31 St",40.75044999,-73.99481051,489,"10 Ave & W 28 St",40.75066386,-74.00176802,17045,"Subscriber","1970",1,"1.026","10001","-6","64","0","84","0","69.1","5.8","10","-999","-9999","0","0","0","0","0"
"6992","Wednesday",313,2014-07-30 14:13:30,2014-07-30 14:18:43,167,"E 39 St & 3 Ave",40.7489006,-73.97604882,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,16213,"Subscriber","1967",1,"1.173","10016","0","45","-9999","30","0","79","4.6","10","-999","-9999","0","0","0","0","0"
"6993","Friday",239,2014-07-25 16:48:05,2014-07-25 16:52:04,430,"York St & Jay St",40.7014851,-73.98656928,242,"Flushing Ave & Carlton Ave",40.69788349,-73.97350332,15410,"Subscriber","1982",1,"1.291","11201","-9","51.8","-9999","37","0","80.6","-9999","-9999","-999","-9999","0","0","0","0","0"
"6994","Wednesday",296,2014-07-30 16:05:57,2014-07-30 16:10:53,173,"Broadway & W 49 St",40.76064679,-73.98442659,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,17944,"Subscriber","1974",1,"0.855","10019","0","50","-9999","37","0","78.1","0","10","-999","-9999","0","0","0","0","0"
"6997","Wednesday",432,2014-07-30 16:31:20,2014-07-30 16:38:32,359,"E 47 St & Park Ave",40.75510267,-73.97498696,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,18281,"Subscriber","1970",1,"1.497","10035","0","50","-9999","37","0","78.1","0","10","-999","-9999","0","0","0","0","0"
"6999","Wednesday",159,2014-07-30 12:41:59,2014-07-30 12:44:38,417,"Barclay St & Church St",40.71291224,-74.01020234,320,"Leonard St & Church St",40.717571,-74.005549,16053,"Subscriber","1987",1,"0.697","10007","32790","48","-9999","37","0","75.9","4.6","10","-999","-9999","0","0","0","0","0"
"7000","Tuesday",211,2014-07-15 09:17:56,2014-07-15 09:21:27,432,"E 7 St & Avenue A",40.72621788,-73.98379855,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,16567,"Subscriber","1989",1,"0.551","10009","38","72","-9999","84","0","77","3.5","6","-999","-9999","0","0","0","0","0"
"7002","Thursday",356,2014-07-24 09:41:25,2014-07-24 09:47:21,521,"8 Ave & W 31 St",40.75044999,-73.99481051,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,19796,"Subscriber","1971",1,"1.314","10001","-4","64","-9999","71","0","73.9","9.2","-9999","-999","-9999","0","0","0","0","0"
"7003","Monday",335,2014-07-28 09:08:14,2014-07-28 09:13:49,3002,"South End Ave & Liberty St",40.711512,-74.015756,427,"Bus Slip & State St",40.701907,-74.013942,16757,"Subscriber","1975",1,"1.136","10280","0","66.9","-9999","84","0","72","-9999","10","-999","-9999","0","0","0","0","0"
"7005","Thursday",137,2014-07-10 14:41:21,2014-07-10 14:43:38,382,"University Pl & E 14 St",40.73492695,-73.99200509,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,18342,"Subscriber","1985",1,"0.558","10003","-1","60.1","-9999","50","0","80.1","5.8","10","-999","80.9","0","0","0","0","0"
"7006","Thursday",227,2014-07-03 15:47:10,2014-07-03 15:50:57,445,"E 10 St & Avenue A",40.72740794,-73.98142006,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,20596,"Subscriber","1992",1,"0.76","10009","44","73","-9999","69","0","84","4.6","8","-999","90.2","0","0","0","0","0"
"7008","Monday",248,2014-07-21 09:28:29,2014-07-21 09:32:37,505,"6 Ave & W 33 St",40.74901271,-73.98848395,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,17062,"Subscriber","1982",1,"0.558","10001","32828","60.1","-9999","68","0","71.1","4.6","10","-999","-9999","0","0","0","0","0"
"7009","Wednesday",227,2014-07-30 13:05:58,2014-07-30 13:09:45,509,"9 Ave & W 22 St",40.7454973,-74.00197139,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,20296,"Subscriber","1975",1,"0.649","10011","12","45","-9999","31","0","78.1","5.8","10","-999","-9999","0","0","0","0","0"
"7010","Friday",195,2014-07-11 11:03:11,2014-07-11 11:06:26,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,363,"West Thames St",40.70834698,-74.01713445,17334,"Subscriber","1988",1,"0.777","10282","-32776","55","-9999","44","0","79","4.6","10","-999","-9999","0","0","0","0","0"
"7011","Wednesday",198,2014-07-23 14:46:16,2014-07-23 14:49:34,444,"Broadway & W 24 St",40.7423543,-73.98915076,379,"W 31 St & 7 Ave",40.749156,-73.9916,17634,"Subscriber","1976",1,"0.809","10010","-5","72","-9999","65","0","84.9","6.9","9","-999","90.7","0","0","0","0","0"
