"","day","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","distance","zip","elev","dew","precip","hum","snow","temp","windspeed","visibility","windchill","heatindex","fog","rain","hail","thunder","tornado"
"6460","Friday",199,2014-08-08 09:59:56,2014-08-08 10:03:15,173,"Broadway & W 49 St",40.76064679,-73.98442659,495,"W 47 St & 10 Ave",40.76269882,-73.99301222,21630,"Subscriber","1982",1,"0.579","10019","32787","54","-9999","61","0","68","5.8","10","-999","-9999","0","0","0","0","0"
"6461","Friday",350,2014-08-29 13:50:41,2014-08-29 13:56:31,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,15338,"Subscriber","1982",1,"1.299","10019","0","48.9","-9999","38","0","75.9","8.1","10","-999","-9999","0","0","0","0","0"
"6463","Thursday",162,2014-08-07 09:58:10,2014-08-07 10:00:52,250,"Lafayette St & Jersey St",40.72456089,-73.99565293,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,21210,"Subscriber","1981",1,"0.505","10012","24","52","-9999","54","0","69.1","4.6","10","-999","-9999","0","0","0","0","0"
"6464","Tuesday",227,2014-08-19 09:12:22,2014-08-19 09:16:09,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,18047,"Subscriber","1968",1,"0.83","10017","-32828","55.9","-9999","63","0","69.1","3.5","10","-999","-9999","0","0","0","0","0"
"6465","Friday",146,2014-08-15 16:22:05,2014-08-15 16:24:31,285,"Broadway & E 14 St",40.73454567,-73.99074142,335,"Washington Pl & Broadway",40.72903917,-73.99404649,18688,"Subscriber","1970",1,"0.438","10003","6","48","-9999","46","0","70","8.1","10","-999","-9999","0","0","0","0","0"
"6466","Monday",146,2014-08-18 13:59:44,2014-08-18 14:02:10,285,"Broadway & E 14 St",40.73454567,-73.99074142,335,"Washington Pl & Broadway",40.72903917,-73.99404649,20329,"Subscriber","1984",1,"0.438","10003","6","54","-9999","43","0","78.1","10.4","10","-999","-9999","0","0","0","0","0"
"6467","Tuesday",319,2014-08-12 16:38:24,2014-08-12 16:43:43,497,"E 17 St & Broadway",40.73704984,-73.99009296,379,"W 31 St & 7 Ave",40.749156,-73.9916,20973,"Subscriber","1975",1,"1.142","10003","4","69.1","0.02","85","0","73.9","-9999","9","-999","-9999","0","0","0","0","0"
"6468","Thursday",275,2014-08-28 11:32:16,2014-08-28 11:36:51,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,2008,"Little West St & 1 Pl",40.70569254,-74.01677685,20381,"Subscriber","1968",1,"1.105","10282","-32776","53.1","-9999","48","0","73.9","4.6","10","-999","-9999","0","0","0","0","0"
"6469","Tuesday",565,2014-08-19 16:38:07,2014-08-19 16:47:32,347,"W Houston St & Hudson St",40.72873888,-74.00748842,521,"8 Ave & W 31 St",40.75044999,-73.99481051,15582,"Subscriber","1985",1,"1.674","10014","-30","63","-9999","56","0","80.1","0","10","-999","81.5","0","0","0","0","0"
"6471","Friday",277,2014-08-08 15:46:53,2014-08-08 15:51:30,497,"E 17 St & Broadway",40.73704984,-73.99009296,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,19268,"Subscriber","1983",1,"0.671","10003","-19","48.9","-9999","33","0","81","0","10","-999","-9999","0","0","0","0","0"
"6472","Friday",277,2014-08-22 14:53:30,2014-08-22 14:58:07,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,521,"8 Ave & W 31 St",40.75044999,-73.99481051,17511,"Subscriber","1979",1,"0.823","10011","-9","60.1","-9999","56","0","77","5.8","10","-999","-9999","0","0","0","0","0"
"6476","Monday",177,2014-08-25 14:29:27,2014-08-25 14:32:24,147,"Greenwich St & Warren St",40.71542197,-74.01121978,387,"Centre St & Chambers St",40.71273266,-74.0046073,15360,"Subscriber","1962",1,"0.573","10007","8","55","-9999","35","0","86","4.6","10","-999","84.5","0","0","0","0","0"
"6477","Thursday",283,2014-08-14 09:39:46,2014-08-14 09:44:29,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,459,"W 20 St & 11 Ave",40.746745,-74.007756,19307,"Subscriber","1985",1,"0.93","10011","-14","48.9","-9999","58","0","64","9.2","10","-999","-9999","0","0","0","0","0"
"6478","Monday",365,2014-08-25 11:35:31,2014-08-25 11:41:36,2012,"E 27 St & 1 Ave",40.739445,-73.976806,379,"W 31 St & 7 Ave",40.749156,-73.9916,19659,"Subscriber","1986",1,"1.203","10016","10","59","-9999","50","0","79","4.6","10","-999","-9999","0","0","0","0","0"
"6480","Tuesday",397,2014-08-19 15:34:18,2014-08-19 15:40:55,530,"11 Ave & W 59 St",40.771522,-73.990541,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,20529,"Subscriber","1985",1,"1.286","10023","14","59","-9999","50","0","79","0","10","-999","-9999","0","0","0","0","0"
"6482","Wednesday",263,2014-08-13 13:50:48,2014-08-13 13:55:11,430,"York St & Jay St",40.7014851,-73.98656928,242,"Flushing Ave & Carlton Ave",40.69788349,-73.97350332,16411,"Subscriber","1980",1,"1.291","11201","-9","66.9","-9999","81","0","73","4.6","10","-999","-9999","0","0","0","0","0"
"6483","Wednesday",349,2014-08-06 09:09:51,2014-08-06 09:15:40,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,15589,"Subscriber","1966",1,"0.867","10036","-32791","62.1","-9999","71","0","72","3.5","9","-999","-9999","0","0","0","0","0"
"6484","Wednesday",229,2014-08-20 09:15:26,2014-08-20 09:19:15,489,"10 Ave & W 28 St",40.75066386,-74.00176802,442,"W 27 St & 7 Ave",40.746647,-73.993915,16654,"Subscriber","1980",1,"0.568","10001","18","64","-9999","71","0","73.9","0","9","-999","-9999","0","0","0","0","0"
"6486","Friday",216,2014-08-01 11:39:38,2014-08-01 11:43:14,499,"Broadway & W 60 St",40.76915505,-73.98191841,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,17836,"Subscriber","1984",1,"0.917","10463","-32798","66","-9999","62","0","80.1","0","7","-999","82.1","0","0","0","0","0"
"6487","Wednesday",216,2014-08-27 11:06:39,2014-08-27 11:10:15,499,"Broadway & W 60 St",40.76915505,-73.98191841,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,19303,"Subscriber","1984",1,"0.917","10463","-32798","62.1","-9999","51","0","82","3.5","9","-999","83","0","0","0","0","0"
"6488","Friday",279,2014-08-22 09:48:28,2014-08-22 09:53:07,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,21148,"Subscriber","1967",1,"0.927","10016","-32810","64","-9999","84","0","69.1","3.5","10","-999","-9999","0","0","0","0","0"
"6489","Thursday",175,2014-08-21 09:01:18,2014-08-21 09:04:13,258,"DeKalb Ave & Vanderbilt Ave",40.68940747,-73.96885458,324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,21182,"Subscriber","1985",1,"0.797","11221","-5","64","-9999","76","0","72","0","10","-999","-9999","0","0","0","0","0"
"6490","Monday",175,2014-08-25 11:14:47,2014-08-25 11:17:42,258,"DeKalb Ave & Vanderbilt Ave",40.68940747,-73.96885458,324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,17215,"Subscriber","1988",1,"0.797","11221","-5","59","-9999","50","0","79","4.6","10","-999","-9999","0","0","0","0","0"
"6491","Tuesday",224,2014-08-19 09:55:34,2014-08-19 09:59:18,382,"University Pl & E 14 St",40.73492695,-73.99200509,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,19938,"Subscriber","1959",1,"0.929","10003","-3","55.9","-9999","63","0","69.1","3.5","10","-999","-9999","0","0","0","0","0"
"6493","Wednesday",407,2014-08-27 12:04:51,2014-08-27 12:11:38,359,"E 47 St & Park Ave",40.75510267,-73.97498696,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,16528,"Subscriber","1974",1,"1.497","10035","0","63","-9999","48","0","84.9","0","10","-999","85.9","0","0","0","0","0"
"6494","Friday",497,2014-08-29 14:37:23,2014-08-29 14:45:40,440,"E 45 St & 3 Ave",40.75255434,-73.97282625,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,15301,"Subscriber","1989",1,"1.534","10017","0","48.9","-9999","36","0","78.1","0","10","-999","-9999","0","0","0","0","0"
"6495","Monday",173,2014-08-25 16:11:52,2014-08-25 16:14:45,458,"11 Ave & W 27 St",40.751396,-74.005226,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,14633,"Subscriber","1987",1,"0.547","10001","-4","55.9","-9999","35","0","87.1","9.2","10","-999","85.7","0","0","0","0","0"
"6498","Monday",391,2014-08-11 10:57:43,2014-08-11 11:04:14,491,"E 24 St & Park Ave S",40.74096374,-73.98602213,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,15302,"Subscriber","1983",1,"0.949","10010","-32815","55.9","-9999","45","0","79","0","10","-999","-9999","0","0","0","0","0"
"6499","Thursday",283,2014-08-21 16:44:19,2014-08-21 16:49:02,498,"Broadway & W 32 St",40.74854862,-73.98808416,528,"2 Ave & E 31 St",40.74290902,-73.97706058,20193,"Subscriber","1986",1,"0.757","10001-2062","32781","59","-9999","52","0","78.1","9.2","10","-999","-9999","0","0","0","0","0"
"6500","Monday",508,2014-08-25 15:55:14,2014-08-25 16:03:42,530,"11 Ave & W 59 St",40.771522,-73.990541,490,"8 Ave & W 33 St",40.751551,-73.993934,19953,"Subscriber","1971",1,"2.101","10023","17","55.9","-9999","34","0","88","5.8","10","-999","86.5","0","0","0","0","0"
"6501","Wednesday",252,2014-08-06 09:34:54,2014-08-06 09:39:06,3002,"South End Ave & Liberty St",40.711512,-74.015756,304,"Broadway & Battery Pl",40.70463334,-74.01361706,19518,"Subscriber","1992",1,"0.685","10280","0","62.1","-9999","71","0","72","3.5","9","-999","-9999","0","0","0","0","0"
"6502","Tuesday",236,2014-08-26 14:38:31,2014-08-26 14:42:27,173,"Broadway & W 49 St",40.76064679,-73.98442659,479,"9 Ave & W 45 St",40.76019252,-73.9912551,15662,"Subscriber","1983",1,"0.519","10019","32782","63","-9999","51","0","82.9","0","10","-999","84","0","0","0","0","0"
"6504","Friday",196,2014-08-01 16:59:29,2014-08-01 17:02:45,457,"Broadway & W 58 St",40.76695317,-73.98169333,173,"Broadway & W 49 St",40.76064679,-73.98442659,17151,"Subscriber","1968",1,"0.462","10019","0","66.9","-9999","74","0","75.9","5.8","7","-999","-9999","0","0","0","0","0"
"6505","Thursday",176,2014-08-14 16:25:32,2014-08-14 16:28:28,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,17479,"Subscriber","1973",1,"0.599","10019","32791","51.1","-9999","42","0","75.9","8.1","10","-999","-9999","0","0","0","0","0"
"6507","Wednesday",224,2014-08-20 16:23:37,2014-08-20 16:27:21,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,19854,"Subscriber","1990",1,"0.974","10019","0","55","-9999","39","0","82","-9999","10","-999","81.4","0","0","0","0","0"
"6511","Monday",303,2014-08-04 10:53:34,2014-08-04 10:58:37,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,16074,"Subscriber","1970",1,"1.011","10003","-28","64","-9999","69","0","75","0","8","-999","-9999","0","0","0","0","0"
"6512","Thursday",185,2014-08-07 16:15:15,2014-08-07 16:18:20,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,497,"E 17 St & Broadway",40.73704984,-73.99009296,19316,"Subscriber","1985",1,"0.763","10003","-24","48.9","-9999","33","0","81","8.1","10","-999","-9999","0","0","0","0","0"
"6515","Friday",223,2014-08-08 10:28:24,2014-08-08 10:32:07,472,"E 32 St & Park Ave",40.7457121,-73.98194829,536,"1 Ave & E 30 St",40.74144387,-73.97536082,17391,"Subscriber","1982",1,"0.558","10016","-3","54","-9999","55","0","71.1","3.5","10","-999","-9999","0","0","0","0","0"
"6517","Tuesday",262,2014-08-19 09:46:09,2014-08-19 09:50:31,505,"6 Ave & W 33 St",40.74901271,-73.98848395,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,14833,"Subscriber","1972",1,"0.558","10001","32828","55.9","-9999","63","0","69.1","3.5","10","-999","-9999","0","0","0","0","0"
"6519","Thursday",155,2014-08-28 14:54:56,2014-08-28 14:57:31,521,"8 Ave & W 31 St",40.75044999,-73.99481051,489,"10 Ave & W 28 St",40.75066386,-74.00176802,15130,"Subscriber","1965",1,"1.026","10001","-6","52","-9999","38","0","80.1","3.5","10","-999","-9999","0","0","0","0","0"
"6520","Monday",184,2014-08-11 11:51:04,2014-08-11 11:54:08,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,458,"11 Ave & W 27 St",40.751396,-74.005226,18049,"Subscriber","1987",1,"0.767","10001","4","57.9","-9999","48","0","79","0","10","-999","-9999","0","0","0","0","0"
"6521","Wednesday",209,2014-08-13 15:59:38,2014-08-13 16:03:07,536,"1 Ave & E 30 St",40.74144387,-73.97536082,472,"E 32 St & Park Ave",40.7457121,-73.98194829,18590,"Subscriber","1978",1,"0.766","10016","3","66","-9999","62","0","80.1","5.8","10","-999","82.1","0","0","0","0","0"
"6522","Tuesday",133,2014-08-05 17:00:53,2014-08-05 17:03:06,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,21069,"Subscriber","1960",1,"0.793","10011","-6","64","-9999","49","0","84.9","-9999","10","-999","86.1","0","0","0","0","0"
"6523","Friday",336,2014-08-15 16:57:28,2014-08-15 17:03:04,445,"E 10 St & Avenue A",40.72740794,-73.98142006,285,"Broadway & E 14 St",40.73454567,-73.99074142,15225,"Subscriber","1983",1,"0.878","10009","29","48","-9999","46","0","70","8.1","10","-999","-9999","0","0","0","0","0"
"6524","Friday",186,2014-08-15 15:22:24,2014-08-15 15:25:30,465,"Broadway & W 41 St",40.75513557,-73.98658032,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,15683,"Subscriber","1967",1,"0.601","10036","0","50","-9999","49","0","70","6.9","10","-999","-9999","0","0","0","0","0"
"6525","Tuesday",600,2014-08-26 16:58:44,2014-08-26 17:08:44,475,"E 16 St & Irving Pl",40.73524276,-73.98758561,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,16603,"Subscriber","1970",1,"2.099","10003","-7","62.1","-9999","49","0","82.9","5.8","10","-999","83.7","0","0","0","0","0"
"6526","Tuesday",179,2014-08-12 14:17:22,2014-08-12 14:20:21,285,"Broadway & E 14 St",40.73454567,-73.99074142,294,"Washington Square E",40.73049393,-73.9957214,17840,"Subscriber","1957",1,"0.597","10003","-12","66","-9999","66","0","78.1","6.9","10","-999","-9999","0","0","0","0","0"
"6527","Monday",888,2014-08-04 14:43:46,2014-08-04 14:58:34,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,521,"8 Ave & W 31 St",40.75044999,-73.99481051,16591,"Subscriber","1963",1,"3.699","10282","4","63","-9999","52","0","82","3.5","10","-999","83.1","0","0","0","0","0"
"6528","Thursday",292,2014-08-07 15:32:45,2014-08-07 15:37:37,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,402,"Broadway & E 22 St",40.7403432,-73.98955109,18083,"Subscriber","1984",1,"0.927","10011","17","52","-9999","34","0","82.9","-9999","10","-999","-9999","0","0","0","0","0"
"6529","Tuesday",287,2014-08-19 15:00:24,2014-08-19 15:05:11,173,"Broadway & W 49 St",40.76064679,-73.98442659,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,15643,"Subscriber","1978",1,"0.855","10019","0","59","-9999","50","0","79","0","10","-999","-9999","0","0","0","0","0"
"6530","Tuesday",390,2014-08-26 09:33:36,2014-08-26 09:40:06,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,379,"W 31 St & 7 Ave",40.749156,-73.9916,18589,"Subscriber","1972",1,"1.28","10017","32799","66","-9999","71","0","75.9","0","7","-999","-9999","0","0","0","0","0"
"6533","Tuesday",662,2014-08-19 09:56:03,2014-08-19 10:07:05,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,434,"9 Ave & W 18 St",40.74317449,-74.00366443,17639,"Subscriber","1974",1,"2.053","10017","32781","55.9","-9999","63","0","69.1","3.5","10","-999","-9999","0","0","0","0","0"
"6534","Tuesday",149,2014-08-19 09:37:05,2014-08-19 09:39:34,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,19340,"Subscriber","1971",1,"0.389","10017","0","55.9","-9999","63","0","69.1","3.5","10","-999","-9999","0","0","0","0","0"
"6535","Monday",188,2014-08-25 11:02:14,2014-08-25 11:05:22,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,363,"West Thames St",40.70834698,-74.01713445,19857,"Subscriber","1988",1,"0.777","10282","-32776","59","-9999","50","0","79","4.6","10","-999","-9999","0","0","0","0","0"
"6536","Thursday",229,2014-08-21 12:48:17,2014-08-21 12:52:06,474,"5 Ave & E 29 St",40.7451677,-73.98683077,497,"E 17 St & Broadway",40.73704984,-73.99009296,16954,"Subscriber","1984",1,"0.598","10016","-8","61","-9999","52","0","80.1","5.8","10","-999","81.1","0","0","0","0","0"
"6537","Monday",156,2014-08-18 09:24:21,2014-08-18 09:26:57,195,"Liberty St & Broadway",40.70905623,-74.01043382,415,"Pearl St & Hanover Square",40.7047177,-74.00926027,17040,"Subscriber","1990",1,"0.446","10005","0","53.1","-9999","61","0","66.9","3.5","10","-999","-9999","0","0","0","0","0"
"6538","Thursday",118,2014-08-07 12:25:36,2014-08-07 12:27:34,285,"Broadway & E 14 St",40.73454567,-73.99074142,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,17835,"Subscriber","1990",1,"0.395","10003","15","53.1","-9999","39","0","80.1","3.5","10","-999","79.9","0","0","0","0","0"
"6539","Friday",204,2014-08-08 09:57:28,2014-08-08 10:00:52,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,20743,"Subscriber","1972",1,"0.623","10001","13","54","-9999","61","0","68","5.8","10","-999","-9999","0","0","0","0","0"
"6541","Friday",208,2014-08-29 16:07:09,2014-08-29 16:10:37,444,"Broadway & W 24 St",40.7423543,-73.98915076,379,"W 31 St & 7 Ave",40.749156,-73.9916,14994,"Subscriber","1967",1,"0.809","10010","-5","48.9","-9999","35","0","79","6.9","10","-999","-9999","0","0","0","0","0"
"6543","Thursday",226,2014-08-14 09:05:22,2014-08-14 09:09:08,445,"E 10 St & Avenue A",40.72740794,-73.98142006,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,20569,"Subscriber","1990",1,"0.76","10009","44","48.9","-9999","58","0","64","9.2","10","-999","-9999","0","0","0","0","0"
"6544","Thursday",104,2014-08-07 09:45:44,2014-08-07 09:47:28,457,"Broadway & W 58 St",40.76695317,-73.98169333,469,"Broadway & W 53 St",40.76344058,-73.98268129,18716,"Subscriber","1986",1,"0.248","10019","32802","52","-9999","54","0","69.1","4.6","10","-999","-9999","0","0","0","0","0"
