"","day","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","distance","zip","elev","dew","precip","hum","snow","temp","windspeed","visibility","windchill","heatindex","fog","rain","hail","thunder","tornado"
"3092","Monday",458,2014-05-12 16:51:23,2014-05-12 16:59:01,522,"E 51 St & Lexington Ave",40.75714758,-73.97207836,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,20526,"Subscriber","1972",1,"1.781","10035","0","57","-9999","47","0","79","5.8","10","-999","-9999","0","0","0","0","0"
"3094","Tuesday",130,2014-05-06 16:55:30,2014-05-06 16:57:40,285,"Broadway & E 14 St",40.73454567,-73.99074142,335,"Washington Pl & Broadway",40.72903917,-73.99404649,16054,"Subscriber","1995",1,"0.438","10003","6","28.9","-9999","22","0","69.1","5.8","10","-999","-9999","0","0","0","0","0"
"3095","Thursday",237,2014-05-08 15:14:31,2014-05-08 15:18:28,497,"E 17 St & Broadway",40.73704984,-73.99009296,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,15324,"Subscriber","1966",1,"0.671","10003","-19","53.1","-9999","87","0","57","8.1","3","-999","-9999","0","0","0","0","0"
"3096","Thursday",144,2014-05-15 14:15:20,2014-05-15 14:17:44,444,"Broadway & W 24 St",40.7423543,-73.98915076,497,"E 17 St & Broadway",40.73704984,-73.99009296,20840,"Subscriber","1984",1,"0.376","10010","-9","62.1","-9999","90","0","64.9","6.9","3","-999","-9999","0","0","0","0","0"
"3098","Thursday",377,2014-05-08 13:52:48,2014-05-08 13:59:05,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,20643,"Subscriber","1976",1,"1.029","10019","32795","53.1","-9999","90","0","55.9","4.6","2.5","-999","-9999","0","0","0","0","0"
"3099","Monday",720,2014-05-12 16:50:56,2014-05-12 17:02:56,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,19610,"Subscriber","1977",1,"2.537","10022","-32811","57","-9999","47","0","79","5.8","10","-999","-9999","0","0","0","0","0"
"3100","Thursday",173,2014-05-29 14:39:26,2014-05-29 14:42:19,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,17679,"Subscriber","1987",1,"0.599","10019","32791","46","-9999","52","0","64","4.6","10","-999","-9999","0","0","0","0","0"
"3101","Thursday",279,2014-05-22 16:13:04,2014-05-22 16:17:43,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,521,"8 Ave & W 31 St",40.75044999,-73.99481051,15025,"Subscriber","1976",1,"0.823","10011","-9","57","-9999","87","0","61","3.5","4","-999","-9999","0","0","0","0","0"
"3103","Friday",179,2014-05-02 13:02:33,2014-05-02 13:05:32,458,"11 Ave & W 27 St",40.751396,-74.005226,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,16883,"Subscriber","1988",1,"0.547","10001","-4","33.1","-9999","29","0","66","5.8","10","-999","-9999","0","0","0","0","0"
"3105","Thursday",148,2014-05-01 15:27:20,2014-05-01 15:29:48,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,497,"E 17 St & Broadway",40.73704984,-73.99009296,16062,"Subscriber","1980",1,"0.316","10011","4","54","-9999","46","0","75.9","0","10","-999","-9999","0","0","0","0","0"
"3107","Friday",228,2014-05-16 14:03:49,2014-05-16 14:07:37,445,"E 10 St & Avenue A",40.72740794,-73.98142006,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,18517,"Subscriber","1977",1,"0.76","10009","44","64","0","90","0","66.9","-9999","4","-999","-9999","0","1","0","0","0"
"3108","Thursday",141,2014-05-29 16:40:45,2014-05-29 16:43:06,472,"E 32 St & Park Ave",40.7457121,-73.98194829,528,"2 Ave & E 31 St",40.74290902,-73.97706058,19212,"Subscriber","1961",1,"0.366","10016","-4","45","-9999","53","0","62.1","6.9","10","-999","-9999","0","0","0","0","0"
"3110","Wednesday",494,2014-05-14 16:02:19,2014-05-14 16:10:33,456,"E 53 St & Madison Ave",40.7597108,-73.97402311,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,21134,"Subscriber","1980",1,"1.715","10022","0","53.1","-9999","70","0","63","3.5","9","-999","-9999","0","0","0","0","0"
"3111","Friday",143,2014-05-16 10:22:11,2014-05-16 10:24:34,468,"Broadway & W 55 St",40.7652654,-73.98192338,173,"Broadway & W 49 St",40.76064679,-73.98442659,16144,"Subscriber","1988",1,"0.346","10019","-32800","63","-9999","87","0","66.9","6.9","7","-999","-9999","0","0","0","0","0"
"3112","Tuesday",365,2014-05-20 15:04:47,2014-05-20 15:10:52,167,"E 39 St & 3 Ave",40.7489006,-73.97604882,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,21432,"Subscriber","1965",1,"1.024","10016","32791","33.1","-9999","20","0","77","8.1","10","-999","-9999","0","0","0","0","0"
"3113","Wednesday",239,2014-05-14 13:57:32,2014-05-14 14:01:31,260,"Broad St & Bridge St",40.70365182,-74.01167797,417,"Barclay St & Church St",40.71291224,-74.01020234,17797,"Subscriber","1984",1,"0.798","10004","0","51.1","-9999","55","0","68","-9999","10","-999","-9999","0","0","0","0","0"
"3114","Friday",145,2014-05-30 14:27:21,2014-05-30 14:29:46,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,19568,"Subscriber","1964",1,"0.793","10011","-6","48.9","-9999","44","0","72","3.5","10","-999","-9999","0","0","0","0","0"
"3115","Thursday",454,2014-05-22 15:25:19,2014-05-22 15:32:53,455,"1 Ave & E 44 St",40.75001986,-73.96905301,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,14806,"Subscriber","1981",1,"2.166","10017","32791","57","-9999","87","0","61","3.5","5","-999","-9999","0","0","0","0","0"
"3117","Wednesday",839,2014-05-21 14:43:36,2014-05-21 14:57:35,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,521,"8 Ave & W 31 St",40.75044999,-73.99481051,18241,"Subscriber","1966",1,"3.699","10282","4","48.9","-9999","44","0","72","3.5","10","-999","-9999","0","0","0","0","0"
"3118","Monday",363,2014-05-05 11:10:51,2014-05-05 11:16:54,417,"Barclay St & Church St",40.71291224,-74.01020234,427,"Bus Slip & State St",40.701907,-74.013942,16593,"Subscriber","1974",1,"1.7","10007","0","33.1","-9999","38","0","59","-9999","10","-999","-9999","0","0","0","0","0"
"3119","Wednesday",271,2014-05-14 09:49:25,2014-05-14 09:53:56,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,527,"E 33 St & 1 Ave",40.74315566,-73.97434726,15794,"Subscriber","1980",1,"0.953","10016","32801","46","-9999","75","0","54","4.6","10","-999","-9999","0","0","0","0","0"
"3120","Tuesday",315,2014-05-13 16:13:58,2014-05-13 16:19:13,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,20869,"Subscriber","1960",1,"0.924","10019","32791","41","-9999","36","0","69.1","8.1","10","-999","-9999","0","0","0","0","0"
"3121","Tuesday",300,2014-05-06 09:53:13,2014-05-06 09:58:13,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,18314,"Subscriber","1979",1,"0.712","10018","-32801","34","-9999","42","0","57","3.5","10","-999","-9999","0","0","0","0","0"
"3122","Thursday",194,2014-05-22 15:10:49,2014-05-22 15:14:03,444,"Broadway & W 24 St",40.7423543,-73.98915076,379,"W 31 St & 7 Ave",40.749156,-73.9916,16673,"Subscriber","1964",1,"0.809","10010","-5","57","-9999","87","0","61","3.5","5","-999","-9999","0","0","0","0","0"
"3123","Tuesday",386,2014-05-27 14:21:24,2014-05-27 14:27:50,536,"1 Ave & E 30 St",40.74144387,-73.97536082,379,"W 31 St & 7 Ave",40.749156,-73.9916,15145,"Subscriber","1977",1,"1.234","10016","17","59","-9999","41","0","84.9","0","10","-999","84.4","0","0","0","0","0"
"3124","Friday",218,2014-05-09 09:53:42,2014-05-09 09:57:20,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,20838,"Subscriber","1966",1,"0.955","10011","13","54","-9999","93","0","55.9","0","3","-999","-9999","0","0","0","0","0"
"3127","Friday",151,2014-05-09 14:19:29,2014-05-09 14:22:00,250,"Lafayette St & Jersey St",40.72456089,-73.99565293,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,20692,"Subscriber","1986",1,"0.505","10012","24","57.9","-9999","86","0","62.1","4.6","3","-999","-9999","0","0","0","0","0"
"3129","Friday",209,2014-05-16 16:51:45,2014-05-16 16:55:14,472,"E 32 St & Park Ave",40.7457121,-73.98194829,379,"W 31 St & 7 Ave",40.749156,-73.9916,20351,"Subscriber","1970",1,"0.763","10016","14","64","0.01","90","0","66.9","-9999","4","-999","-9999","0","0","0","0","0"
"3131","Wednesday",260,2014-05-07 15:12:01,2014-05-07 15:16:21,486,"Broadway & W 29 St",40.7462009,-73.98855723,497,"E 17 St & Broadway",40.73704984,-73.99009296,18233,"Subscriber","1987",1,"0.643","10001","-6","28.9","-9999","23","0","68","0","10","-999","-9999","0","0","0","0","0"
"3132","Thursday",414,2014-05-08 14:19:25,2014-05-08 14:26:19,520,"W 52 St & 5 Ave",40.75992262,-73.97648516,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,21402,"Subscriber","1965",1,"1.581","10019","0","53.1","-9999","90","0","55.9","4.6","2","-999","-9999","0","0","0","0","0"
"3133","Tuesday",388,2014-05-06 15:58:17,2014-05-06 16:04:45,352,"W 56 St & 6 Ave",40.76340613,-73.97722479,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,16702,"Subscriber","1965",1,"1.877","10019","32791","28","-9999","21","0","70","-9999","10","-999","-9999","0","0","0","0","0"
"3134","Monday",346,2014-05-12 16:37:34,2014-05-12 16:43:20,459,"W 20 St & 11 Ave",40.746745,-74.007756,521,"8 Ave & W 31 St",40.75044999,-73.99481051,15337,"Subscriber","1978",1,"1.348","10011","5","57","-9999","47","0","79","5.8","10","-999","-9999","0","0","0","0","0"
"3135","Wednesday",90,2014-05-07 13:37:21,2014-05-07 13:38:51,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,521,"8 Ave & W 31 St",40.75044999,-73.99481051,16431,"Subscriber","1983",1,"0.263","10001","4","30","-9999","25","0","66.9","0","10","-999","-9999","0","0","0","0","0"
"3136","Thursday",211,2014-05-29 09:07:35,2014-05-29 09:11:06,3002,"South End Ave & Liberty St",40.711512,-74.015756,426,"West St & Chambers St",40.71754834,-74.01322069,19819,"Subscriber","1984",1,"0.664","10280","32774","41","-9999","64","0","53.1","6.9","10","-999","-9999","0","0","0","0","0"
"3137","Wednesday",180,2014-05-28 09:42:23,2014-05-28 09:45:23,173,"Broadway & W 49 St",40.76064679,-73.98442659,495,"W 47 St & 10 Ave",40.76269882,-73.99301222,20620,"Subscriber","1982",1,"0.579","10019","32787","51.1","-9999","81","0","57","9.2","9","-999","-9999","0","0","0","0","0"
"3138","Friday",173,2014-05-16 13:24:28,2014-05-16 13:27:21,444,"Broadway & W 24 St",40.7423543,-73.98915076,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,18589,"Subscriber","1967",1,"0.815","10010","-6","64","0","87","0","68","-9999","5","-999","-9999","0","0","0","0","0"
"3139","Thursday",147,2014-05-22 16:32:37,2014-05-22 16:35:04,474,"5 Ave & E 29 St",40.7451677,-73.98683077,379,"W 31 St & 7 Ave",40.749156,-73.9916,20042,"Subscriber","1967",1,"0.631","10016","-4","57","-9999","87","0","61","3.5","4","-999","-9999","0","0","0","0","0"
"3141","Monday",209,2014-05-05 16:56:28,2014-05-05 16:59:57,499,"Broadway & W 60 St",40.76915505,-73.98191841,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,19138,"Subscriber","1976",1,"0.917","10463","-32798","27","-9999","21","0","69.1","11.5","10","-999","-9999","0","0","0","0","0"
"3143","Tuesday",328,2014-05-27 14:27:40,2014-05-27 14:33:08,500,"Broadway & W 51 St",40.76228826,-73.98336183,490,"8 Ave & W 33 St",40.751551,-73.993934,15186,"Subscriber","1969",1,"1.67","10019","32798","59","-9999","41","0","84.9","0","10","-999","84.4","0","0","0","0","0"
"3144","Friday",237,2014-05-23 13:39:02,2014-05-23 13:42:59,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,17463,"Subscriber","1984",1,"0.77","10012","32","55","-9999","57","0","71.1","5.8","10","-999","-9999","0","0","0","0","0"
"3145","Thursday",339,2014-05-01 12:15:28,2014-05-01 12:21:07,212,"W 16 St & The High Line",40.74334935,-74.00681753,521,"8 Ave & W 31 St",40.75044999,-73.99481051,15001,"Subscriber","1966",1,"1.054","10011","5","60.1","-9999","76","0","68","4.6","10","-999","-9999","0","0","0","0","0"
"3146","Tuesday",177,2014-05-20 16:04:32,2014-05-20 16:07:29,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,445,"E 10 St & Avenue A",40.72740794,-73.98142006,20713,"Subscriber","1988",1,"0.611","10003","-44","34","-9999","20","0","78.1","-9999","10","-999","-9999","0","0","0","0","0"
"3148","Thursday",233,2014-05-15 14:00:56,2014-05-15 14:04:49,304,"Broadway & Battery Pl",40.70463334,-74.01361706,3002,"South End Ave & Liberty St",40.711512,-74.015756,18636,"Subscriber","1975",1,"1.221","10003","0","62.1","-9999","90","0","64.9","6.9","3","-999","-9999","0","0","0","0","0"
"3149","Thursday",345,2014-05-15 10:35:09,2014-05-15 10:40:54,379,"W 31 St & 7 Ave",40.749156,-73.9916,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,20811,"Subscriber","1991",1,"1.004","10001","2","62.1","-9999","93","0","64","-9999","2","-999","-9999","0","0","0","0","0"
"3150","Wednesday",460,2014-05-28 15:51:07,2014-05-28 15:58:47,402,"Broadway & E 22 St",40.7403432,-73.98955109,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,21554,"Subscriber","1976",1,"1.341","10010","-32792","50","-9999","69","0","60.1","5.8","10","-999","-9999","0","0","0","0","0"
"3151","Wednesday",269,2014-05-14 12:43:34,2014-05-14 12:48:03,430,"York St & Jay St",40.7014851,-73.98656928,242,"Flushing Ave & Carlton Ave",40.69788349,-73.97350332,18834,"Subscriber","1990",1,"1.291","11201","-9","48.9","-9999","58","0","64","4.6","10","-999","-9999","0","0","0","0","0"
"3152","Thursday",406,2014-05-29 15:28:54,2014-05-29 15:35:40,456,"E 53 St & Madison Ave",40.7597108,-73.97402311,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,19342,"Subscriber","1964",1,"1.34","10022","32791","46","-9999","54","0","63","-9999","10","-999","-9999","0","0","0","0","0"
"3154","Monday",216,2014-05-05 13:35:21,2014-05-05 13:38:57,509,"9 Ave & W 22 St",40.7454973,-74.00197139,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,18533,"Subscriber","1981",1,"0.649","10011","12","32","-9999","31","0","63","4.6","10","-999","-9999","0","0","0","0","0"
"3156","Tuesday",257,2014-05-20 11:50:44,2014-05-20 11:55:01,379,"W 31 St & 7 Ave",40.749156,-73.9916,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,15778,"Subscriber","1976",1,"0.635","10001","11","35.1","-9999","27","0","71.1","-9999","10","-999","-9999","0","0","0","0","0"
"3157","Tuesday",280,2014-05-20 15:37:14,2014-05-20 15:41:54,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,402,"Broadway & E 22 St",40.7403432,-73.98955109,19230,"Subscriber","1984",1,"0.927","10011","17","33.1","-9999","20","0","77","8.1","10","-999","-9999","0","0","0","0","0"
"3159","Thursday",388,2014-05-22 15:57:10,2014-05-22 16:03:38,475,"E 16 St & Irving Pl",40.73524276,-73.98758561,379,"W 31 St & 7 Ave",40.749156,-73.9916,19076,"Subscriber","1978",1,"1.549","10003","-9","57","-9999","87","0","61","3.5","5","-999","-9999","0","0","0","0","0"
"3160","Thursday",151,2014-05-01 09:27:28,2014-05-01 09:29:59,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,229,"Great Jones St",40.72743423,-73.99379025,20282,"Subscriber","1994",1,"0.521","10012","3","59","-9999","93","0","61","0","1.2","-999","-9999","0","0","0","0","0"
"3161","Friday",118,2014-05-23 15:34:25,2014-05-23 15:36:23,285,"Broadway & E 14 St",40.73454567,-73.99074142,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,14871,"Subscriber","1964",1,"0.395","10003","15","54","-9999","63","0","66.9","3.5","10","-999","-9999","0","0","0","0","0"
"3162","Wednesday",239,2014-05-21 14:49:39,2014-05-21 14:53:38,472,"E 32 St & Park Ave",40.7457121,-73.98194829,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,19955,"Subscriber","1967",1,"0.869","10016","-32785","48.9","-9999","44","0","72","3.5","10","-999","-9999","0","0","0","0","0"
"3163","Thursday",228,2014-05-22 09:14:53,2014-05-22 09:18:41,472,"E 32 St & Park Ave",40.7457121,-73.98194829,536,"1 Ave & E 30 St",40.74144387,-73.97536082,20825,"Subscriber","1975",1,"0.558","10016","-3","57.9","-9999","93","0","60.1","6.9","1.8","-999","-9999","0","0","0","0","0"
"3166","Tuesday",341,2014-05-13 15:43:42,2014-05-13 15:49:23,538,"W 49 St & 5 Ave",40.75795248,-73.97787642,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,20241,"Subscriber","1978",1,"1.403","10019","0","42.1","-9999","38","0","69.1","5.8","10","-999","-9999","0","0","0","0","0"
